-20  -20 -300
-20  -10 -300
-20  0 -300
-20  10 -300
-20  20 -300
-20  30 -300
-20  40 -300
-20  50 -300
-20  60 -300
-20  70 -300
-20  80 -300
-20  90 -300
-20  100 -300
-20  110 -300
-20  120 -300
-20  130 -300
-20  140 -300
-20  150 -300
-20  160 -300
-20  170 -300
-20  180 -300
-20  190 -300
-20  200 -300
-20  210 -300
-20  220 -300
-20  230 -300
-20  240 -300
-20  250 -300
-20  260 -300
-20  270 -300
-20  280 -300
-20  290 -300

-10  -20 -300
-10  -10 -300
-10  0 -300
-10  10 -300
-10  20 -300
-10  30 -300
-10  40 -300
-10  50 -300
-10  60 -300
-10  70 -300
-10  80 -300
-10  90 -300
-10  100 -300
-10  110 -300
-10  120 -300
-10  130 -300
-10  140 -300
-10  150 -300
-10  160 -300
-10  170 -300
-10  180 -300
-10  190 -300
-10  200 -300
-10  210 -300
-10  220 -300
-10  230 -300
-10  240 -300
-10  250 -300
-10  260 -300
-10  270 -300
-10  280 -300
-10  290 -300

0  -20 -300
0  -10 -300
0  0 -300
0  10 -300
0  20 -300
0  30 -300
0  40 -300
0  50 -300
0  60 -300
0  70 -300
0  80 -300
0  90 -300
0  100 -300
0  110 -300
0  120 -300
0  130 -300
0  140 -300
0  150 -300
0  160 -300
0  170 -300
0  180 -300
0  190 -300
0  200 -300
0  210 -300
0  220 -300
0  230 -300
0  240 -300
0  250 -300
0  260 -300
0  270 -300
0  280 -300
0  290 -300

10  -20 -300
10  -10 -300
10  0 -300
10  10 -300
10  20 -300
10  30 -300
10  40 -300
10  50 -300
10  60 -300
10  70 -300
10  80 -300
10  90 -300
10  100 -300
10  110 -300
10  120 -300
10  130 -300
10  140 -300
10  150 -300
10  160 -300
10  170 -300
10  180 -300
10  190 -300
10  200 -300
10  210 -300
10  220 -300
10  230 -300
10  240 -300
10  250 -300
10  260 -300
10  270 -300
10  280 -300
10  290 -300

20  -20 -300
20  -10 -300
20  0 -300
20  10 -300
20  20 -300
20  30 -300
20  40 -300
20  50 -300
20  60 -300
20  70 -300
20  80 -300
20  90 -300
20  100 -300
20  110 -300
20  120 -300
20  130 -300
20  140 -300
20  150 -300
20  160 -300
20  170 -300
20  180 -300
20  190 -300
20  200 -300
20  210 -300
20  220 -300
20  230 -300
20  240 -300
20  250 -300
20  260 -300
20  270 -300
20  280 -300
20  290 -300

30  -20 -300
30  -10 -300
30  0 -300
30  10 -300
30  20 -300
30  30 -300
30  40 -300
30  50 -300
30  60 -300
30  70 -300
30  80 -300
30  90 -300
30  100 -300
30  110 -300
30  120 -300
30  130 -300
30  140 -300
30  150 -300
30  160 -300
30  170 -300
30  180 -300
30  190 -300
30  200 -300
30  210 -300
30  220 -300
30  230 -300
30  240 -300
30  250 -300
30  260 -300
30  270 -300
30  280 -300
30  290 -300

40  -20 -300
40  -10 -300
40  0 -300
40  10 -300
40  20 -300
40  30 -300
40  40 -300
40  50 -300
40  60 -300
40  70 -300
40  80 -300
40  90 -300
40  100 -300
40  110 -300
40  120 -300
40  130 -300
40  140 -300
40  150 -300
40  160 -300
40  170 -300
40  180 -300
40  190 -300
40  200 -300
40  210 -300
40  220 -300
40  230 -300
40  240 -300
40  250 -300
40  260 -300
40  270 -300
40  280 -300
40  290 -300

50  -20 -300
50  -10 -300
50  0 -300
50  10 -300
50  20 -300
50  30 -300
50  40 -300
50  50 -300
50  60 -300
50  70 -300
50  80 -300
50  90 -300
50  100 -300
50  110 -300
50  120 -300
50  130 -300
50  140 -300
50  150 -300
50  160 -300
50  170 -300
50  180 -300
50  190 -300
50  200 -300
50  210 -300
50  220 -300
50  230 -300
50  240 -300
50  250 -300
50  260 -300
50  270 -300
50  280 -300
50  290 -300

60  -20 -300
60  -10 -300
60  0 -300
60  10 -300
60  20 -300
60  30 -300
60  40 -300
60  50 -300
60  60 -300
60  70 -300
60  80 -300
60  90 -300
60  100 -300
60  110 -300
60  120 -300
60  130 -300
60  140 -300
60  150 -300
60  160 -300
60  170 -300
60  180 -300
60  190 -300
60  200 -300
60  210 -300
60  220 -300
60  230 -300
60  240 -300
60  250 -300
60  260 -300
60  270 -300
60  280 -300
60  290 -300

70  -20 -300
70  -10 -300
70  0 -300
70  10 -300
70  20 -300
70  30 -300
70  40 -300
70  50 -300
70  60 -300
70  70 -300
70  80 -300
70  90 -300
70  100 -300
70  110 -300
70  120 -300
70  130 -300
70  140 -300
70  150 -300
70  160 -300
70  170 -300
70  180 -300
70  190 -300
70  200 -300
70  210 -300
70  220 -300
70  230 -300
70  240 -300
70  250 -300
70  260 -300
70  270 -300
70  280 -300
70  290 -300

80  -20 -300
80  -10 -300
80  0 -300
80  10 -300
80  20 -300
80  30 -300
80  40 -300
80  50 -300
80  60 -300
80  70 -300
80  80 -300
80  90 -300
80  100 -300
80  110 -300
80  120 -300
80  130 -300
80  140 -300
80  150 -300
80  160 -300
80  170 -300
80  180 -300
80  190 -300
80  200 -300
80  210 -300
80  220 -300
80  230 -300
80  240 -300
80  250 -300
80  260 -300
80  270 -300
80  280 -300
80  290 -300

90  -20 -300
90  -10 -300
90  0 -300
90  10 -300
90  20 -300
90  30 -300
90  40 -300
90  50 -300
90  60 -300
90  70 -300
90  80 -300
90  90 -300
90  100 -300
90  110 -300
90  120 -300
90  130 -300
90  140 -300
90  150 -300
90  160 -300
90  170 -300
90  180 -300
90  190 -300
90  200 -300
90  210 -300
90  220 -300
90  230 -300
90  240 -300
90  250 -300
90  260 -300
90  270 -300
90  280 -300
90  290 -300

100  -20 -300
100  -10 -300
100  0 -300
100  10 -300
100  20 -300
100  30 -300
100  40 -300
100  50 -300
100  60 -300
100  70 -300
100  80 -300
100  90 -300
100  100 -300
100  110 -300
100  120 -300
100  130 -300
100  140 -300
100  150 -300
100  160 -300
100  170 -300
100  180 -300
100  190 -300
100  200 -300
100  210 -300
100  220 -300
100  230 -300
100  240 -300
100  250 -300
100  260 -300
100  270 -300
100  280 -300
100  290 -300

110  -20 -300
110  -10 -300
110  0 -300
110  10 -300
110  20 -300
110  30 -300
110  40 -300
110  50 -300
110  60 -300
110  70 -300
110  80 -300
110  90 -300
110  100 -300
110  110 -300
110  120 -300
110  130 -300
110  140 -300
110  150 -300
110  160 -300
110  170 -300
110  180 -300
110  190 -300
110  200 -300
110  210 -300
110  220 -300
110  230 -300
110  240 -300
110  250 -300
110  260 -300
110  270 -300
110  280 -300
110  290 -300

120  -20 -300
120  -10 -300
120  0 -300
120  10 -300
120  20 -300
120  30 -300
120  40 -300
120  50 -300
120  60 -300
120  70 -300
120  80 -300
120  90 -300
120  100 -300
120  110 -300
120  120 -300
120  130 -300
120  140 -300
120  150 -300
120  160 -300
120  170 -300
120  180 -300
120  190 -300
120  200 -300
120  210 -300
120  220 -300
120  230 -300
120  240 -300
120  250 -300
120  260 -300
120  270 -300
120  280 -300
120  290 -300

130  -20 -300
130  -10 -300
130  0 -300
130  10 -300
130  20 -300
130  30 -300
130  40 -300
130  50 -300
130  60 -300
130  70 -300
130  80 -300
130  90 -300
130  100 -300
130  110 -300
130  120 -300
130  130 -300
130  140 -300
130  150 -300
130  160 -300
130  170 -300
130  180 -300
130  190 -300
130  200 -300
130  210 -300
130  220 -300
130  230 -300
130  240 -300
130  250 -300
130  260 -300
130  270 -300
130  280 -300
130  290 -300

140  -20 -300
140  -10 -300
140  0 -300
140  10 -300
140  20 -300
140  30 -300
140  40 -300
140  50 -300
140  60 -300
140  70 -300
140  80 -300
140  90 -300
140  100 -300
140  110 -300
140  120 -300
140  130 -300
140  140 -300
140  150 -300
140  160 -300
140  170 -300
140  180 -300
140  190 -300
140  200 -300
140  210 -300
140  220 -300
140  230 -300
140  240 -300
140  250 -300
140  260 -300
140  270 -300
140  280 -300
140  290 -300

150  -20 -300
150  -10 -300
150  0 -300
150  10 -300
150  20 -300
150  30 -300
150  40 -300
150  50 -300
150  60 -300
150  70 -300
150  80 -300
150  90 -300
150  100 -300
150  110 -300
150  120 -300
150  130 -300
150  140 -300
150  150 -300
150  160 -300
150  170 -300
150  180 -300
150  190 -300
150  200 -300
150  210 -300
150  220 -300
150  230 -300
150  240 -300
150  250 -300
150  260 -300
150  270 -300
150  280 -300
150  290 -300

160  -20 -300
160  -10 -300
160  0 -300
160  10 -300
160  20 -300
160  30 -300
160  40 -300
160  50 -300
160  60 -300
160  70 -300
160  80 -300
160  90 -300
160  100 -300
160  110 -300
160  120 -300
160  130 -300
160  140 -300
160  150 -300
160  160 -300
160  170 -300
160  180 -300
160  190 -300
160  200 -300
160  210 -300
160  220 -300
160  230 -300
160  240 -300
160  250 -300
160  260 -300
160  270 -300
160  280 -300
160  290 -300

170  -20 -300
170  -10 -300
170  0 -300
170  10 -300
170  20 -300
170  30 -300
170  40 -300
170  50 -300
170  60 -300
170  70 -300
170  80 -300
170  90 -300
170  100 -300
170  110 -300
170  120 -300
170  130 -300
170  140 -300
170  150 -300
170  160 -300
170  170 -300
170  180 -300
170  190 -300
170  200 -300
170  210 -300
170  220 -300
170  230 -300
170  240 -300
170  250 -300
170  260 -300
170  270 -300
170  280 -300
170  290 -300

180  -20 -300
180  -10 -300
180  0 -300
180  10 -300
180  20 -300
180  30 -300
180  40 -300
180  50 -300
180  60 -300
180  70 -300
180  80 -300
180  90 -300
180  100 -300
180  110 -300
180  120 -300
180  130 -300
180  140 -300
180  150 -300
180  160 -300
180  170 -300
180  180 -300
180  190 -300
180  200 -300
180  210 -300
180  220 -300
180  230 -300
180  240 -300
180  250 -300
180  260 -300
180  270 -300
180  280 -300
180  290 -300

190  -20 -300
190  -10 -300
190  0 -300
190  10 -300
190  20 -300
190  30 -300
190  40 -300
190  50 -300
190  60 -300
190  70 -300
190  80 -300
190  90 -300
190  100 -300
190  110 -300
190  120 -300
190  130 -300
190  140 -300
190  150 -300
190  160 -300
190  170 -300
190  180 -300
190  190 -300
190  200 -300
190  210 -300
190  220 -300
190  230 -300
190  240 -300
190  250 -300
190  260 -300
190  270 -300
190  280 -300
190  290 -300

200  -20 -300
200  -10 -300
200  0 -300
200  10 -300
200  20 -300
200  30 -300
200  40 -300
200  50 -300
200  60 -300
200  70 -300
200  80 -300
200  90 -300
200  100 -300
200  110 -300
200  120 -300
200  130 -300
200  140 -300
200  150 -300
200  160 -300
200  170 -300
200  180 -300
200  190 -300
200  200 -300
200  210 -300
200  220 -300
200  230 -300
200  240 -300
200  250 -300
200  260 -300
200  270 -300
200  280 -300
200  290 -300

210  -20 -300
210  -10 -300
210  0 -300
210  10 -300
210  20 -300
210  30 -300
210  40 -300
210  50 -300
210  60 -300
210  70 -300
210  80 -300
210  90 -300
210  100 -300
210  110 -300
210  120 -300
210  130 -300
210  140 -300
