210  150 -300
210  160 -300
210  170 -300
210  180 -300
210  190 -300
210  200 -300
210  210 -300
210  220 -300
210  230 -300
210  240 -300
210  250 -300
210  260 -300
210  270 -300
210  280 -300
210  290 -300

220  -20 -300
220  -10 -300
220  0 -300
220  10 -300
220  20 -300
220  30 -300
220  40 -300
220  50 -300
220  60 -300
220  70 -300
220  80 -300
220  90 -300
220  100 -300
220  110 -300
220  120 -300
220  130 -300
220  140 -300
220  150 -300
220  160 -300
220  170 -300
220  180 -300
220  190 -300
220  200 -300
220  210 -300
220  220 -300
220  230 -300
220  240 -300
220  250 -300
220  260 -300
220  270 -300
220  280 -300
220  290 -300

230  -20 -300
230  -10 -300
230  0 -300
230  10 -300
230  20 -300
230  30 -300
230  40 -300
230  50 -300
230  60 -300
230  70 -300
230  80 -300
230  90 -300
230  100 -300
230  110 -300
230  120 -300
230  130 -300
230  140 -300
230  150 -300
230  160 -300
230  170 -300
230  180 -300
230  190 -300
230  200 -300
230  210 -300
230  220 -300
230  230 -300
230  240 -300
230  250 -300
230  260 -300
230  270 -300
230  280 -300
230  290 -300

240  -20 -300
240  -10 -300
240  0 -300
240  10 -300
240  20 -300
240  30 -300
240  40 -300
240  50 -300
240  60 -300
240  70 -300
240  80 -300
240  90 -300
240  100 -300
240  110 -300
240  120 -300
240  130 -300
240  140 -300
240  150 -300
240  160 -300
240  170 -300
240  180 -300
240  190 -300
240  200 -300
240  210 -300
240  220 -300
240  230 -300
240  240 -300
240  250 -300
240  260 -300
240  270 -300
240  280 -300
240  290 -300

250  -20 -300
250  -10 -300
250  0 -300
250  10 -300
250  20 -300
250  30 -300
250  40 -300
250  50 -300
250  60 -300
250  70 -300
250  80 -300
250  90 -300
250  100 -300
250  110 -300
250  120 -300
250  130 -300
250  140 -300
250  150 -300
250  160 -300
250  170 -300
250  180 -300
250  190 -300
250  200 -300
250  210 -300
250  220 -300
250  230 -300
250  240 -300
250  250 -300
250  260 -300
250  270 -300
250  280 -300
250  290 -300

260  -20 -300
260  -10 -300
260  0 -300
260  10 -300
260  20 -300
260  30 -300
260  40 -300
260  50 -300
260  60 -300
260  70 -300
260  80 -300
260  90 -300
260  100 -300
260  110 -300
260  120 -300
260  130 -300
260  140 -300
260  150 -300
260  160 -300
260  170 -300
260  180 -300
260  190 -300
260  200 -300
260  210 -300
260  220 -300
260  230 -300
260  240 -300
260  250 -300
260  260 -300
260  270 -300
260  280 -300
260  290 -300

270  -20 -300
270  -10 -300
270  0 -300
270  10 -300
270  20 -300
270  30 -300
270  40 -300
270  50 -300
270  60 -300
270  70 -300
270  80 -300
270  90 -300
270  100 -300
270  110 -300
270  120 -300
270  130 -300
270  140 -300
270  150 -300
270  160 -300
270  170 -300
270  180 -300
270  190 -300
270  200 -300
270  210 -300
270  220 -300
270  230 -300
270  240 -300
270  250 -300
270  260 -300
270  270 -300
270  280 -300
270  290 -300

280  -20 -300
280  -10 -300
280  0 -300
280  10 -300
280  20 -300
280  30 -300
280  40 -300
280  50 -300
280  60 -300
280  70 -300
280  80 -300
280  90 -300
280  100 -300
280  110 -300
280  120 -300
280  130 -300
280  140 -300
280  150 -300
280  160 -300
280  170 -300
280  180 -300
280  190 -300
280  200 -300
280  210 -300
280  220 -300
280  230 -300
280  240 -300
280  250 -300
280  260 -300
280  270 -300
280  280 -300
280  290 -300

290  -20 -300
290  -10 -300
290  0 -300
290  10 -300
290  20 -300
290  30 -300
290  40 -300
290  50 -300
290  60 -300
290  70 -300
290  80 -300
290  90 -300
290  100 -300
290  110 -300
290  120 -300
290  130 -300
290  140 -300
290  150 -300
290  160 -300
290  170 -300
290  180 -300
290  190 -300
290  200 -300
290  210 -300
290  220 -300
290  230 -300
290  240 -300
290  250 -300
290  260 -300
290  270 -300
290  280 -300
290  290 -300

