 76.1153 68.5172 -178.854
 81.1153 77.1775 -158.854
 63.7948 87.1775 -158.854
 58.7948 78.5172 -178.854
#

 76.1153 68.5172 -178.854
 81.1153 77.1775 -198.854
 63.7948 87.1775 -198.854
 58.7948 78.5172 -178.854
#

 76.1153 68.5172 -178.854
 71.1153 59.857 -198.854
 53.7948 69.857 -198.854
 58.7948 78.5172 -178.854
#

 76.1153 68.5172 -178.854
 71.1153 59.857 -158.854
 53.7948 69.857 -158.854
 58.7948 78.5172 -178.854
#

 76.1153 68.5172 -178.854
 81.1153 77.1775 -158.854
 63.7948 87.1775 -158.854
 58.7948 78.5172 -178.854
#

