  0 -10  -280 
 10 -10  -260
 10  10  -260
  0  10  -280
  0 -10  -280
 10 -10   -300
 10  10   -300
  0  10  -280
  0 -10  -280 
-10 -10   -300
-10  10   -300
  0  10  -280
  0 -10  -280 
-10 -10  -260
-10  10  -260
  0  10  -280
  0 -10  -280 
 10 -10  -260
 10  10  -260
  0  10  -280
